"ride_id","service_start_to_end","diff_request_accept","diff_accept_pickup","diff_accept_cancel","diff_dropoff_pay"
"3065035","","","","",""
"3167884","","","","",""
"3040281","","","","",""
"3207769","","","","",""
"3307963","","","","",""
"3081663","","13.00","","8.00",""
"3137471","","","","",""
"3282232","","","","",""
"3318197","","","","",""
"3295247","","","","",""
"3100253","","","","",""
"3214878","","","","",""
"3136021","","","","",""
"3265569","","","","",""
"3025526","","","","",""
"3288546","","","","",""
"3063513","","","","",""
"3029866","","","","",""
"3081158","","","","",""
"3034936","","","","",""
"3366876","","","","",""
"3178248","","","","",""
"3028081","","17.00","","10.00",""
"3314107","","15.00","","6.00",""
"3346204","","","","",""
"3045561","","","","",""
"3120879","","","","",""
"3210246","","10.00","","2.00",""
"3075759","","16.00","","6.00",""
"3242368","","","","",""
"3340305","","","","",""
"3206867","","17.00","","5.00",""
"3134945","","","","",""
"3369427","","","","",""
"3279142","","","","",""
"3208408","","","","",""
"3070123","","","","",""
"3174838","","","","",""
"3159331","","15.00","","7.00",""
"3029332","","","","",""
"3383636","","","","",""
"3331663","","","","",""
"3204676","","","","",""
"3096702","","","","",""
"3172519","","","","",""
"3301402","","","","",""
"3270712","","","","",""
"3024644","","","","",""
"3118357","","","","",""
"3052120","","","","",""
"3269123","","","","",""
"3324641","","","","",""
"3320264","","13.00","","6.00",""
"3350830","","","","",""
"3166789","","","","",""
"3169386","","19.00","","5.00",""
"3205556","","10.00","","2.00",""
"3355208","","","","",""
"3376801","","15.00","","8.00",""
"3061964","","","","",""
"3138867","","16.00","","4.00",""
"3192948","","","","",""
"3161774","","","","",""
"3007720","","","","",""
"3329326","","","","",""
"3222170","","","","",""
"3174770","","","","",""
"3085478","","","","",""
"3147025","","","","",""
"3267098","","","","",""
"3170889","","","","",""
"3117288","","","","",""
"3191620","","","","",""
"3271740","","16.00","","8.00",""
"3223248","","13.00","","6.00",""
"3211095","","","","",""
"3266184","","","","",""
"3297236","","","","",""
"3311045","","","","",""
"3151977","","","","",""
"3201164","","","","",""
"3137290","","","","",""
"3040690","","","","",""
"3375868","","","","",""
"3357225","","","","",""
"3107401","","","","",""
"3275975","","","","",""
"3279322","","","","",""
"3323354","","","","",""
"3187886","","","","",""
"3269304","","","","",""
"3074624","","","","",""
"3197411","","13.00","","6.00",""
"3042382","","","","",""
"3250244","","","","",""
"3284444","","","","",""
"3236757","","","","",""
"3073945","","","","",""
"3222727","","17.00","","6.00",""
"3198178","","","","",""
"3170588","","","","",""
"3046542","","","","",""
"3066464","","","","",""
"3114463","","15.00","","4.00",""
"3296483","","","","",""
"3187528","","","","",""
"3181089","","11.00","","3.00",""
"3368949","","","","",""
"3031793","","","","",""
"3137118","","","","",""
"3289886","","","","",""
"3319681","","","","",""
"3285645","","","","",""
"3188831","","15.00","","7.00",""
"3358591","","","","",""
"3206866","","","","",""
"3375558","","","","",""
"3161884","","","","",""
"3372295","","17.00","","8.00",""
"3009076","","13.00","","4.00",""
"3264297","","","","",""
"3195758","","","","",""
"3009446","","15.00","","10.00",""
"3327443","","","","",""
"3235121","","","","",""
"3011319","","","","",""
"3169316","","","","",""
"3070195","","","","",""
"3299734","","","","",""
"3099183","","","","",""
"3259101","","","","",""
"3383390","","18.00","","4.00",""
"3136015","","","","",""
"3023625","","","","",""
"3135070","","","","",""
"3360895","","","","",""
"3380176","","","","",""
"3143006","","","","",""
"3199444","","","","",""
"3056433","","","","",""
"3221624","","","","",""
"3118747","","","","",""
"3316910","","","","",""
"3338065","","17.00","","4.00",""
"3314770","","","","",""
"3113054","","","","",""
"3070633","","","","",""
"3042955","","","","",""
"3307041","","","","",""
"3199402","","","","",""
"3158607","","","","",""
"3358303","","","","",""
"3145249","","","","",""
"3092872","","","","",""
"3261737","","","","",""
"3348453","","","","",""
"3052689","","13.00","","5.00",""
"3099548","","","","",""
"3193852","","","","",""
"3223554","","","","",""
"3289266","","","","",""
"3344830","","","","",""
"3379786","","","","",""
"3377474","","","","",""
"3266607","","","","",""
"3105597","","","","",""
"3075630","","","","",""
"3304131","","","","",""
"3320438","","","","",""
"3130647","","","","",""
"3290959","","","","",""
"3246271","","","","",""
"3361253","","","","",""
"3335483","","","","",""
"3238872","","","","",""
"3128262","","","","",""
"3357986","","","","",""
"3336065","","","","",""
"3216613","","","","",""
"3310502","","","","",""
"3087912","","","","",""
"3058474","","","","",""
"3164116","","","","",""
"3140971","","18.00","","2.00",""
"3210623","","","","",""
"3148905","","","","",""
"3131360","","13.00","","2.00",""
"3314496","","","","",""
"3039430","","","","",""
"3275858","","17.00","","6.00",""
"3250648","","","","",""
"3350965","","14.00","","8.00",""
"3384984","","","","",""
"3252290","","","","",""
"3142719","","","","",""
"3062971","","","","",""
"3314238","","","","",""
"3157392","","","","",""
"3385054","","","","",""
"3258367","","","","",""
"3040978","","15.00","","7.00",""
"3126684","","","","",""
"3171838","","12.00","","3.00",""
"3264591","","","","",""
"3379136","","","","",""
"3158656","","","","",""
"3276258","","","","",""
"3134385","","","","",""
"3228967","","","","",""
"3134988","","10.00","","10.00",""
"3061357","","","","",""
"3351580","","11.00","","7.00",""
"3153065","","","","",""
"3262298","","20.00","","5.00",""
"3015780","","14.00","","6.00",""
"3306393","","","","",""
"3303369","","","","",""
"3315890","","14.00","","4.00",""
"3359887","","","","",""
"3283534","","","","",""
"3337169","","15.00","","6.00",""
"3155771","","","","",""
"3122572","","","","",""
"3308252","","19.00","","9.00",""
"3015952","","12.00","","2.00",""
"3004585","","","","",""
"3329551","","","","",""
"3042358","","","","",""
"3289973","","","","",""
"3004621","","14.00","","8.00",""
"3352157","","","","",""
"3007504","","","","",""
"3141292","","","","",""
"3274088","","","","",""
"3314494","","","","",""
"3285022","","","","",""
"3107839","","","","",""
"3374432","","12.00","","4.00",""
"3319165","","17.00","","7.00",""
"3064784","","","","",""
"3024363","","","","",""
"3170452","","","","",""
"3011146","","16.00","","3.00",""
"3356228","","","","",""
"3347413","","","","",""
"3118223","","","","",""
"3303195","","","","",""
"3040717","","14.00","","9.00",""
"3296885","","","","",""
"3155014","","","","",""
"3118369","","","","",""
"3380563","","","","",""
"3322630","","","","",""
"3331433","","","","",""
"3232972","","","","",""
"3235525","","10.00","","6.00",""
"3373716","","","","",""
"3247477","","","","",""
"3254540","","","","",""
"3031988","","","","",""
"3320599","","","","",""
"3319484","","","","",""
"3309027","","","","",""
"3186025","","20.00","","3.00",""
"3373594","","","","",""
"3195337","","","","",""
"3070917","","","","",""
"3137758","","","","",""
"3035383","","","","",""
"3356952","","","","",""
"3176316","","","","",""
"3052823","","","","",""
"3344251","","","","",""
"3060506","","","","",""
"3009333","","19.00","","7.00",""
"3229308","","","","",""
"3209316","","","","",""
"3142657","","11.00","","3.00",""
"3164984","","","","",""
"3168158","","","","",""
"3328944","","","","",""
"3048700","","","","",""
"3368666","","","","",""
"3154248","","","","",""
"3344339","","","","",""
"3252589","","","","",""
"3021922","","","","",""
"3080639","","","","",""
"3369559","","","","",""
"3239671","","","","",""
"3212547","","","","",""
"3060481","","","","",""
"3333848","","","","",""
"3384022","","","","",""
"3029239","","","","",""
"3117537","","","","",""
"3110483","","","","",""
"3300325","","","","",""
"3343963","","","","",""
"3082588","","","","",""
"3348590","","","","",""
"3088092","","","","",""
"3127104","","","","",""
"3236696","","18.00","","3.00",""
"3242111","","","","",""
"3375068","","","","",""
"3194267","","16.00","","8.00",""
"3320868","","","","",""
"3343027","","17.00","","3.00",""
"3331741","","","","",""
"3127601","","","","",""
"3065492","","","","",""
"3382053","","","","",""
"3085434","","","","",""
"3362452","","","","",""
"3357481","","","","",""
"3260747","","","","",""
"3103478","","","","",""
"3196732","","","","",""
"3276613","","20.00","","2.00",""
"3186888","","19.00","","10.00",""
"3324583","","","","",""
"3351463","","","","",""
"3292467","","16.00","","10.00",""
"3243564","","","","",""
"3259670","","","","",""
"3369803","","","","",""
"3003415","","","","",""
"3236597","","","","",""
"3235366","","","","",""
"3009517","","","","",""
"3380115","","17.00","","5.00",""
"3133778","","","","",""
"3127375","","","","",""
"3233264","","17.00","","7.00",""
"3221881","","","","",""
"3037997","","","","",""
"3339095","","","","",""
"3152510","","","","",""
"3321259","","","","",""
"3370857","","","","",""
"3322713","","","","",""
"3240661","","","","",""
"3259265","","20.00","","7.00",""
"3266266","","","","",""
"3234949","","","","",""
"3070667","","","","",""
"3218105","","","","",""
"3211413","","","","",""
"3109861","","18.00","","3.00",""
"3026780","","","","",""
"3031233","","","","",""
"3066437","","12.00","","2.00",""
"3304724","","","","",""
"3336388","","","","",""
"3227045","","","","",""
"3224703","","","","",""
"3315802","","","","",""
"3046820","","","","",""
"3334690","","","","",""
"3334114","","","","",""
"3142189","","","","",""
"3040206","","","","",""
"3244025","","16.00","","7.00",""
"3256390","","","","",""
"3161402","","","","",""
"3325523","","","","",""
"3154197","","","","",""
"3156682","","","","",""
"3164767","","","","",""
"3206119","","","","",""
"3348263","","11.00","","5.00",""
"3152701","","","","",""
"3124465","","","","",""
"3103051","","","","",""
"3296237","","","","",""
"3210789","","","","",""
"3202355","","","","",""
"3120883","","","","",""
"3363693","","","","",""
"3292397","","","","",""
"3372846","","","","",""
"3286951","","19.00","","10.00",""
"3180096","","","","",""
"3320502","","","","",""
"3184630","","","","",""
"3170799","","","","",""
"3074614","","","","",""
"3221978","","","","",""
"3122369","","13.00","","7.00",""
"3295125","","","","",""
"3199001","","","","",""
"3216691","","","","",""
"3090601","","","","",""
"3285653","","","","",""
"3285591","","","","",""
"3222872","","","","",""
"3221798","","","","",""
"3023911","","","","",""
"3205155","","","","",""
"3127858","","","","",""
"3261209","","","","",""
"3052238","","","","",""
"3317310","","12.00","","4.00",""
"3009024","","","","",""
"3219275","","","","",""
"3177765","","","","",""
"3224647","","","","",""
"3382342","","","","",""
"3150668","","","","",""
"3259738","","","","",""
"3366622","","","","",""
"3217012","","","","",""
"3093153","","","","",""
"3209136","","16.00","","10.00",""
"3381788","","","","",""
"3029630","","","","",""
"3293300","","","","",""
"3288430","","","","",""
"3004911","","","","",""
"3185638","","","","",""
"3217756","","","","",""
"3067087","","","","",""
"3309900","","","","",""
"3184728","","","","",""
"3306933","","","","",""
"3299951","","","","",""
"3119014","","","","",""
"3001707","","","","",""
"3155231","","","","",""
"3181868","","","","",""
"3092894","","","","",""
"3144059","","","","",""
"3258772","","","","",""
"3204982","","","","",""
"3047450","","","","",""
"3064999","","","","",""
"3117939","","","","",""
"3021968","","","","",""
"3261530","","","","",""
"3072590","","20.00","","5.00",""
"3168445","","","","",""
"3225537","","","","",""
"3073265","","","","",""
"3201405","","","","",""
"3120211","","","","",""
"3314363","","","","",""
"3200091","","","","",""
"3133401","","","","",""
"3351821","","","","",""
"3171291","","","","",""
"3045025","","","","",""
"3040691","","","","",""
"3131492","","","","",""
"3295038","","12.00","","8.00",""
"3084689","","","","",""
"3008070","","","","",""
"3043449","","","","",""
"3258675","","","","",""
"3059433","","","","",""
"3297731","","","","",""
"3383334","","","","",""
"3140361","","","","",""
"3274585","","","","",""
"3130824","","16.00","","4.00",""
"3017635","","","","",""
"3305556","","","","",""
"3299459","","","","",""
"3136177","","","","",""
"3246335","","12.00","","3.00",""
"3267323","","","","",""
"3227012","","12.00","","10.00",""
"3302511","","","","",""
"3150376","","","","",""
"3160281","","","","",""
"3023696","","","","",""
"3003208","","11.00","","8.00",""
"3006577","","","","",""
"3210031","","","","",""
"3150164","","","","",""
"3049089","","","","",""
"3287294","","","","",""
"3009879","","","","",""
"3044872","","","","",""
"3238840","","","","",""
"3029721","","","","",""
"3300590","","","","",""
"3238153","","15.00","","6.00",""
"3198306","","","","",""
"3127230","","","","",""
"3125472","","","","",""
"3077277","","13.00","","5.00",""
"3322158","","","","",""
"3257330","","","","",""
"3109399","","","","",""
"3150270","","","","",""
"3314831","","","","",""
"3293619","","13.00","","3.00",""
"3229858","","","","",""
"3022267","","13.00","","10.00",""
"3350875","","","","",""
"3259300","","","","",""
"3109777","","","","",""
"3043088","","","","",""
"3352051","","14.00","","10.00",""
"3306909","","","","",""
"3261494","","","","",""
"3157210","","","","",""
"3374234","","12.00","","4.00",""
"3281465","","","","",""
"3064250","","","","",""
"3280126","","","","",""
"3308479","","","","",""
"3124636","","","","",""
"3377223","","","","",""
"3349378","","","","",""
"3104799","","","","",""
"3275662","","","","",""
"3316036","","","","",""
"3066171","","","","",""
"3022340","","","","",""
"3059957","","","","",""
"3274470","","","","",""
"3216963","","15.00","","9.00",""
"3316248","","","","",""
"3171063","","","","",""
"3210814","","","","",""
"3216783","","","","",""
"3315057","","","","",""
"3046498","","","","",""
"3337780","","","","",""
"3177054","","","","",""
"3255088","","","","",""
"3246721","","","","",""
"3198978","","","","",""
"3025417","","12.00","","4.00",""
"3154417","","","","",""
"3266996","","","","",""
"3273128","","","","",""
"3218893","","","","",""
"3147592","","","","",""
"3253858","","17.00","","3.00",""
"3067972","","","","",""
"3353069","","","","",""
"3253025","","","","",""
"3014154","","","","",""
"3034772","","","","",""
"3008944","","","","",""
"3237757","","","","",""
"3108583","","","","",""
"3288165","","","","",""
"3215961","","","","",""
"3178906","","","","",""
"3083359","","","","",""
"3321705","","","","",""
"3246053","","13.00","","4.00",""
"3223389","","","","",""
"3204190","","15.00","","10.00",""
"3121151","","15.00","","4.00",""
"3263288","","","","",""
"3287169","","","","",""
"3190686","","","","",""
"3217833","","14.00","","3.00",""
"3156602","","","","",""
"3142025","","","","",""
"3110240","","13.00","","8.00",""
"3143052","","","","",""
"3229303","","","","",""
"3131256","","","","",""
"3160040","","","","",""
"3209899","","","","",""
"3257219","","","","",""
"3258738","","15.00","","6.00",""
"3018146","","","","",""
"3238539","","","","",""
"3151582","","","","",""
"3170171","","11.00","","7.00",""
"3122606","","","","",""
"3083612","","","","",""
"3144533","","16.00","","3.00",""
"3299717","","","","",""
"3291317","","","","",""
"3273089","","","","",""
"3197956","","","","",""
"3250525","","","","",""
"3213360","","","","",""
"3223073","","","","",""
"3043779","","","","",""
"3036460","","11.00","","8.00",""
"3148349","","","","",""
"3383358","","","","",""
"3172983","","","","",""
"3052865","","","","",""
"3383172","","","","",""
"3345621","","","","",""
"3271891","","","","",""
"3187455","","","","",""
"3272948","","","","",""
"3291077","","16.00","","6.00",""
"3359594","","","","",""
"3030383","","12.00","","7.00",""
"3335445","","","","",""
"3331413","","","","",""
"3370609","","","","",""
"3240385","","","","",""
"3199994","","","","",""
"3062149","","","","",""
"3090429","","","","",""
"3160067","","","","",""
"3240493","","","","",""
"3251640","","","","",""
"3245750","","","","",""
"3317323","","","","",""
"3231606","","","","",""
"3118429","","","","",""
"3376634","","","","",""
"3106105","","19.00","","5.00",""
"3294647","","","","",""
"3206962","","12.00","","2.00",""
"3382111","","","","",""
"3158541","","","","",""
"3258686","","","","",""
"3251209","","","","",""
"3328517","","","","",""
"3157192","","","","",""
"3142396","","","","",""
"3234523","","","","",""
"3141823","","","","",""
"3209479","","","","",""
"3350926","","17.00","","6.00",""
"3088245","","20.00","","4.00",""
"3222069","","","","",""
"3119425","","","","",""
"3333166","","","","",""
"3119835","","17.00","","2.00",""
"3185225","","","","",""
"3368030","","","","",""
"3150369","","","","",""
"3156643","","","","",""
"3204754","","","","",""
"3046155","","12.00","","3.00",""
"3135569","","14.00","","10.00",""
"3292308","","13.00","","7.00",""
"3226039","","","","",""
"3275049","","","","",""
"3266225","","","","",""
"3023798","","","","",""
"3285835","","","","",""
"3040350","","","","",""
"3159181","","15.00","","9.00",""
"3278766","","","","",""
"3370437","","","","",""
"3272267","","","","",""
"3219695","","","","",""
"3381796","","","","",""
"3093003","","","","",""
"3230187","","","","",""
"3096266","","","","",""
"3375188","","","","",""
"3315344","","","","",""
"3385446","","15.00","","5.00",""
"3058306","","20.00","","6.00",""
"3152902","","","","",""
"3363921","","","","",""
"3101663","","","","",""
"3302524","","","","",""
"3303940","","12.00","","3.00",""
"3099320","","","","",""
"3226720","","","","",""
"3261606","","16.00","","3.00",""
"3188034","","13.00","","5.00",""
"3045428","","","","",""
"3375491","","","","",""
"3302393","","","","",""
"3175537","","","","",""
"3015104","","","","",""
"3012461","","","","",""
"3032207","","","","",""
"3156968","","","","",""
"3311169","","","","",""
"3123684","","","","",""
"3203367","","","","",""
"3052750","","","","",""
"3241836","","","","",""
"3243927","","19.00","","5.00",""
"3358141","","","","",""
"3052929","","","","",""
"3109382","","","","",""
"3268499","","","","",""
"3266800","","","","",""
"3095313","","","","",""
"3328839","","","","",""
"3174308","","","","",""
"3042109","","11.00","","3.00",""
"3128156","","","","",""
"3030642","","","","",""
"3038297","","","","",""
"3330925","","","","",""
"3339284","","","","",""
"3020056","","","","",""
"3334559","","","","",""
"3351973","","","","",""
"3267866","","","","",""
"3211333","","","","",""
"3162875","","","","",""
"3315714","","","","",""
"3350287","","11.00","","2.00",""
"3129079","","","","",""
"3207575","","","","",""
"3351552","","","","",""
"3107741","","","","",""
"3381916","","14.00","","7.00",""
"3047021","","","","",""
"3127564","","18.00","","10.00",""
"3075170","","","","",""
"3053192","","","","",""
"3042020","","","","",""
"3180110","","","","",""
"3152429","","","","",""
"3112159","","","","",""
"3202232","","","","",""
"3133333","","","","",""
"3214914","","","","",""
"3212700","","","","",""
"3112336","","","","",""
"3188965","","","","",""
"3292312","","","","",""
"3252311","","10.00","","9.00",""
"3110976","","","","",""
"3167091","","","","",""
"3159685","","","","",""
"3183376","","","","",""
"3381866","","","","",""
"3094855","","","","",""
"3003399","","","","",""
"3113275","","","","",""
"3210719","","10.00","","5.00",""
"3185312","","","","",""
"3206335","","","","",""
"3037439","","","","",""
"3153493","","","","",""
"3269046","","","","",""
"3199729","","11.00","","4.00",""
"3076245","","","","",""
"3351555","","12.00","","4.00",""
"3230925","","","","",""
"3053318","","","","",""
"3052870","","","","",""
"3332612","","","","",""
"3044000","","","","",""
"3105251","","","","",""
"3348507","","","","",""
"3312111","","","","",""
"3358661","","","","",""
"3358650","","","","",""
"3028897","","","","",""
"3300901","","","","",""
"3381689","","","","",""
"3170940","","","","",""
"3121692","","","","",""
"3184591","","","","",""
"3315298","","","","",""
"3099578","","","","",""
"3189506","","16.00","","3.00",""
"3096330","","","","",""
"3111405","","","","",""
"3217552","","","","",""
"3297563","","","","",""
"3213062","","","","",""
"3233094","","","","",""
"3000881","","","","",""
"3320235","","","","",""
"3089526","","","","",""
"3212323","","19.00","","3.00",""
"3338686","","","","",""
"3345862","","","","",""
"3379119","","","","",""
"3294168","","","","",""
"3134256","","","","",""
"3259075","","","","",""
"3376143","","","","",""
"3100125","","","","",""
"3092305","","14.00","","4.00",""
"3367785","","","","",""
"3323180","","","","",""
"3084510","","","","",""
"3093346","","","","",""
"3060434","","","","",""
"3075385","","","","",""
"3384267","","","","",""
"3039568","","","","",""
"3172505","","20.00","","10.00",""
"3037251","","","","",""
"3308060","","","","",""
"3385429","","","","",""
"3306443","","","","",""
"3337131","","","","",""
"3115992","","18.00","","4.00",""
"3079007","","","","",""
"3264545","","12.00","","7.00",""
"3052980","","","","",""
"3139543","","","","",""
"3383579","","10.00","","4.00",""
"3075193","","","","",""
"3208988","","","","",""
"3044647","","","","",""
"3039857","","16.00","","8.00",""
"3108388","","","","",""
"3348070","","","","",""
"3277530","","","","",""
"3238537","","","","",""
"3150679","","","","",""
"3203216","","","","",""
"3076713","","","","",""
"3372709","","","","",""
"3086034","","","","",""
"3006677","","","","",""
"3214525","","","","",""
"3053591","","","","",""
"3207150","","","","",""
"3234343","","16.00","","8.00",""
"3199275","","","","",""
"3155784","","18.00","","3.00",""
"3366485","","","","",""
"3138689","","","","",""
"3084649","","15.00","","8.00",""
"3198530","","","","",""
"3249216","","","","",""
"3114948","","","","",""
"3039023","","","","",""
"3326533","","","","",""
"3085295","","","","",""
"3034706","","","","",""
"3006262","","","","",""
"3324104","","","","",""
"3086969","","","","",""
"3284323","","","","",""
"3132736","","","","",""
"3177328","","","","",""
"3362767","","","","",""
"3072056","","","","",""
"3290409","","","","",""
"3019698","","","","",""
"3381571","","","","",""
"3158139","","","","",""
"3272364","","","","",""
"3280018","","","","",""
"3376991","","","","",""
"3120081","","","","",""
"3141943","","","","",""
"3254794","","","","",""
"3149597","","","","",""
"3213678","","","","",""
"3266738","","","","",""
"3209285","","","","",""
"3021963","","","","",""
"3134845","","","","",""
"3122623","","","","",""
"3232939","","","","",""
"3259579","","","","",""
"3067980","","","","",""
"3144845","","","","",""
"3128358","","","","",""
"3224622","","","","",""
"3333447","","","","",""
"3326814","","","","",""
"3209015","","","","",""
"3177566","","","","",""
"3078076","","","","",""
"3193853","","15.00","","6.00",""
"3237803","","","","",""
"3299545","","","","",""
"3152736","","","","",""
"3044104","","","","",""
"3244093","","10.00","","6.00",""
"3026643","","17.00","","4.00",""
"3382211","","","","",""
"3178121","","","","",""
"3293637","","","","",""
"3229342","","","","",""
"3004159","","","","",""
"3047036","","","","",""
"3090054","","19.00","","2.00",""
"3326550","","13.00","","7.00",""
"3203638","","","","",""
"3106309","","","","",""
"3023206","","","","",""
"3192802","","","","",""
"3352511","","","","",""
"3342640","","","","",""
"3299682","","14.00","","7.00",""
"3330803","","","","",""
"3376754","","","","",""
"3316757","","","","",""
"3298605","","17.00","","9.00",""
"3072766","","","","",""
"3315532","","","","",""
"3162287","","15.00","","10.00",""
"3156944","","","","",""
"3272980","","13.00","","5.00",""
"3128471","","","","",""
"3072359","","","","",""
"3059960","","","","",""
"3022848","","","","",""
"3383848","","13.00","","9.00",""
"3154552","","","","",""
"3114217","","","","",""
"3220946","","20.00","","8.00",""
"3183409","","","","",""
"3004633","","","","",""
"3271270","","18.00","","9.00",""
"3165970","","","","",""
"3184319","","","","",""
"3238864","","19.00","","7.00",""
"3171885","","","","",""
"3282775","","14.00","","2.00",""
"3010933","","","","",""
"3036064","","","","",""
"3221024","","","","",""
"3012178","","18.00","","7.00",""
"3263679","","","","",""
"3066598","","","","",""
"3225376","","","","",""
"3286758","","","","",""
"3241023","","","","",""
"3356806","","","","",""
"3225718","","","","",""
"3134167","","","","",""
"3028310","","","","",""
"3364661","","","","",""
"3297521","","","","",""
"3031663","","","","",""
"3023856","","13.00","","9.00",""
"3005201","","","","",""
"3361852","","","","",""
"3204060","","","","",""
"3081693","","","","",""
"3151832","","","","",""
"3149958","","14.00","","3.00",""
"3102517","","","","",""
"3275066","","","","",""
"3381564","","","","",""
"3024434","","12.00","","4.00",""
"3017548","","","","",""
"3028824","","","","",""
"3176109","","","","",""
"3083655","","","","",""
"3123997","","","","",""
"3260805","","","","",""
"3184995","","","","",""
"3331634","","15.00","","7.00",""
"3118664","","","","",""
"3358459","","","","",""
"3379928","","","","",""
"3088977","","","","",""
"3219028","","","","",""
"3338153","","","","",""
"3157710","","","","",""
"3222381","","","","",""
"3057764","","","","",""
"3019832","","","","",""
"3168151","","","","",""
"3022552","","","","",""
"3299290","","","","",""
"3107073","","","","",""
"3304520","","","","",""
"3162978","","","","",""
"3300613","","","","",""
"3294494","","","","",""
"3326875","","","","",""
"3285210","","","","",""
"3310100","","","","",""
"3205292","","","","",""
"3192289","","","","",""
"3377942","","","","",""
"3367763","","16.00","","6.00",""
"3180748","","13.00","","6.00",""
"3374037","","","","",""
"3215209","","","","",""
"3125077","","","","",""
"3035055","","","","",""
"3328826","","","","",""
"3212988","","","","",""
"3343736","","","","",""
"3273963","","11.00","","9.00",""
"3071210","","","","",""
"3135131","","17.00","","5.00",""
"3068030","","","","",""
"3243768","","","","",""
"3082636","","","","",""
"3119386","","","","",""
"3163306","","","","",""
"3194003","","","","",""
"3136391","","","","",""
"3279341","","15.00","","2.00",""
"3170059","","","","",""
"3287381","","10.00","","6.00",""
"3059589","","","","",""
"3130987","","","","",""
"3344968","","","","",""
"3271163","","","","",""
"3327484","","","","",""
"3021250","","","","",""
"3385061","","","","",""
"3130232","","","","",""
"3006424","","","","",""
"3268559","","19.00","","3.00",""
"3178323","","19.00","","8.00",""
"3141911","","18.00","","6.00",""
"3064238","","","","",""
"3082812","","","","",""
"3223649","","11.00","","7.00",""
"3177952","","12.00","","4.00",""
"3126708","","","","",""
"3349352","","","","",""
"3241247","","","","",""
"3061243","","","","",""
"3290824","","","","",""
"3042129","","11.00","","5.00",""
"3022837","","","","",""
"3335184","","","","",""
"3109573","","15.00","","4.00",""
"3060246","","17.00","","10.00",""
"3102737","","","","",""
"3323990","","","","",""
"3269181","","","","",""
"3376153","","","","",""
"3219716","","","","",""
"3210467","","","","",""
"3208658","","","","",""
"3285390","","","","",""
"3313694","","","","",""
"3105463","","","","",""
"3042999","","","","",""
"3099062","","","","",""
"3256785","","","","",""
"3111789","","","","",""
"3200101","","","","",""
"3256749","","","","",""
"3121333","","","","",""
"3202481","","","","",""
"3265062","","","","",""
"3025836","","","","",""
"3337948","","","","",""
"3338892","","","","",""
"3234985","","","","",""
"3268317","","","","",""
"3278980","","","","",""
"3108702","","","","",""
"3022680","","","","",""
"3384132","","","","",""
"3185322","","","","",""
"3256263","","","","",""
"3069584","","17.00","","9.00",""
"3231811","","16.00","","2.00",""
"3176879","","","","",""
"3113479","","","","",""
"3380218","","","","",""
"3168531","","","","",""
"3091986","","","","",""
"3344803","","","","",""
"3002020","","20.00","","8.00",""
"3385404","","11.00","","7.00",""
"3014101","","13.00","","2.00",""
"3205112","","","","",""
"3215246","","","","",""
"3295449","","","","",""
"3251369","","","","",""
"3198287","","","","",""
"3381136","","","","",""
"3342676","","","","",""
"3034472","","","","",""
"3214516","","","","",""
"3233659","","15.00","","6.00",""
"3098991","","","","",""
"3267891","","","","",""
"3110485","","","","",""
"3191307","","","","",""
"3171500","","","","",""
"3141842","","","","",""
"3316163","","","","",""
"3067473","","","","",""
"3281102","","","","",""
"3200117","","","","",""
"3317865","","","","",""
"3175085","","","","",""
"3276792","","","","",""
"3231327","","10.00","","5.00",""
"3282722","","","","",""
"3074732","","","","",""
"3279280","","","","",""
"3379832","","","","",""
"3342282","","","","",""
"3289286","","","","",""
"3204864","","","","",""
"3344218","","","","",""
"3029869","","","","",""
"3162064","","","","",""
"3254797","","","","",""
"3174345","","","","",""
"3070784","","","","",""
"3026826","","","","",""
"3319983","","10.00","","5.00",""
"3311405","","","","",""
"3126467","","","","",""
"3158041","","","","",""
"3230462","","","","",""
"3338395","","","","",""
"3107085","","10.00","","7.00",""
"3167474","","","","",""
"3069309","","","","",""
"3165964","","","","",""
"3080533","","","","",""
"3280535","","10.00","","5.00",""
"3290818","","","","",""
"3128020","","","","",""
"3359665","","","","",""
"3360238","","","","",""
"3285986","","","","",""
"3205127","","","","",""
"3006848","","","","",""
"3161297","","","","",""
"3237865","","","","",""
"3163407","","20.00","","5.00",""
"3066864","","","","",""
"3355003","","","","",""
"3086112","","10.00","","4.00",""
"3089161","","18.00","","9.00",""
"3378274","","","","",""
"3342033","","","","",""
"3055794","","","","",""
"3093595","","","","",""
"3189716","","","","",""
"3309777","","","","",""
"3028853","","12.00","","5.00",""
"3253196","","","","",""
"3168803","","","","",""
"3234372","","","","",""
"3287060","","","","",""
"3096319","","","","",""
"3161808","","","","",""
"3228862","","","","",""
"3222583","","12.00","","3.00",""
"3158155","","","","",""
"3258500","","","","",""
"3247161","","","","",""
"3050038","","","","",""
"3100724","","","","",""
"3100864","","19.00","","9.00",""
"3146065","","","","",""
"3318269","","","","",""
"3157537","","","","",""
"3000839","","","","",""
"3195121","","","","",""
"3213752","","12.00","","3.00",""
"3207686","","","","",""
"3171747","","","","",""
"3024372","","","","",""
"3378334","","","","",""
"3383959","","","","",""
"3271749","","18.00","","6.00",""
"3253475","","","","",""
"3016864","","","","",""
"3114737","","","","",""
"3174765","","18.00","","8.00",""
"3046268","","","","",""
"3277708","","","","",""
"3086362","","","","",""
"3242429","","","","",""
"3088703","","15.00","","7.00",""
